feature,coefficient,abs_coefficient
cat__admission_source_id_4,-0.024432562160085703,0.024432562160085703
cat__admission_source_id_5,-0.17882087574237535,0.17882087574237535
cat__admission_source_id_6,0.03335910834373226,0.03335910834373226
cat__admission_source_id_7,0.10858869195843378,0.10858869195843378
cat__admission_source_id_8,0.25127617630942983,0.25127617630942983
cat__admission_source_id_9,0.07277151128071671,0.07277151128071671
cat__admission_source_id_10,-0.7133058017913152,0.7133058017913152
cat__admission_source_id_11,-0.23220822005206454,0.23220822005206454
cat__admission_source_id_14,-0.17135554549309,0.17135554549309
cat__admission_source_id_17,-0.08851950726388076,0.08851950726388076
cat__admission_source_id_20,0.2879604071619577,0.2879604071619577
cat__admission_source_id_22,0.08197667296475109,0.08197667296475109
cat__admission_source_id_25,-0.14160742633671394,0.14160742633671394
cat__diag_1_10,-0.13836455530206188,0.13836455530206188
cat__diag_1_11,-0.792360290166728,0.792360290166728
cat__diag_1_110,-0.48553943094775714,0.48553943094775714
cat__diag_1_112,0.6815964516829334,0.6815964516829334
cat__diag_1_114,-0.1850136472394865,0.1850136472394865
cat__diag_1_115,-0.1370353870300024,0.1370353870300024
cat__diag_1_117,-0.9257415119600417,0.9257415119600417
cat__diag_1_131,-0.2887039137209107,0.2887039137209107
cat__diag_1_133,-0.1651948669002899,0.1651948669002899
cat__diag_1_135,-1.7195016316567437,1.7195016316567437
cat__diag_1_136,-0.6718305939411786,0.6718305939411786
cat__diag_1_141,0.6297075371634124,0.6297075371634124
cat__diag_1_142,-0.36834294079227764,0.36834294079227764
cat__diag_1_143,-0.17890655566318672,0.17890655566318672
cat__diag_1_146,1.657265657786922,1.657265657786922
cat__diag_1_147,-0.15948561673181944,0.15948561673181944
cat__diag_1_148,-0.09961020327909664,0.09961020327909664
cat__diag_1_149,-0.23562942435449583,0.23562942435449583
cat__diag_1_150,0.7577355950980164,0.7577355950980164
cat__diag_1_151,-0.12128800310264759,0.12128800310264759
cat__diag_1_152,-0.1206827153651266,0.1206827153651266
cat__diag_1_153,0.19875052579370275,0.19875052579370275
cat__diag_1_154,-0.7498456963874957,0.7498456963874957
cat__diag_1_155,-0.17204664118531948,0.17204664118531948
cat__diag_1_156,-1.1932876449830523,1.1932876449830523
cat__diag_1_157,0.5827238196921551,0.5827238196921551
cat__diag_1_158,0.3893185442205741,0.3893185442205741
cat__diag_1_160,-0.0755336781143818,0.0755336781143818
cat__diag_1_161,0.13160921548444626,0.13160921548444626
cat__diag_1_162,0.2983379332825763,0.2983379332825763
cat__diag_1_163,-0.29230314570746674,0.29230314570746674
cat__diag_1_164,-0.09863518690811118,0.09863518690811118
cat__diag_1_170,-0.1467111582725902,0.1467111582725902
cat__diag_1_171,0.526815031856394,0.526815031856394
cat__diag_1_172,1.1694665844360272,1.1694665844360272
cat__diag_1_173,-0.2562916802827577,0.2562916802827577
cat__diag_1_174,0.19037542871105434,0.19037542871105434
cat__diag_1_175,-0.5441430947688817,0.5441430947688817
cat__diag_1_179,0.8478155269904291,0.8478155269904291
cat__diag_1_180,-0.6398659936672759,0.6398659936672759
cat__diag_1_182,0.13987535528195602,0.13987535528195602
cat__diag_1_183,0.475231195717502,0.475231195717502
cat__diag_1_184,-0.7606605108448626,0.7606605108448626
cat__diag_1_185,0.05491362744320984,0.05491362744320984
cat__diag_1_187,-0.19301812291276782,0.19301812291276782
cat__diag_1_188,0.2029227738901939,0.2029227738901939
cat__diag_1_189,0.23832661740720787,0.23832661740720787
cat__diag_1_191,0.669020156353111,0.669020156353111
cat__diag_1_192,-0.6269093062395413,0.6269093062395413
cat__diag_1_193,0.7261433791552012,0.7261433791552012
cat__diag_1_194,-0.3295528418234612,0.3295528418234612
cat__diag_1_195,0.6034967628605677,0.6034967628605677
cat__diag_1_196,0.15962771874270587,0.15962771874270587
cat__diag_1_197,0.4471080161788444,0.4471080161788444
cat__diag_1_198,0.32682247065766085,0.32682247065766085
cat__diag_1_199,1.1301133670494978,1.1301133670494978
cat__diag_1_200,1.2451269122664672,1.2451269122664672
cat__diag_1_201,0.48788704145598555,0.48788704145598555
cat__diag_1_202,0.7825828672179546,0.7825828672179546
cat__diag_1_203,0.3382693227352499,0.3382693227352499
cat__diag_1_204,1.4886518682639887,1.4886518682639887
cat__diag_1_205,-0.40468156759158996,0.40468156759158996
cat__diag_1_207,-0.1643760571809294,0.1643760571809294
cat__diag_1_208,1.2853950255077835,1.2853950255077835
cat__diag_1_210,-0.6341867109097648,0.6341867109097648
