feature,importance
cat__diag_3_V14,0.0
cat__diag_3_250.53,0.0
cat__diag_3_250.52,0.0
cat__diag_3_E942,0.0
cat__diag_3_250.5,0.0
cat__diag_3_250.43,0.0
cat__diag_3_E941,0.0
cat__diag_3_E939,0.0
cat__diag_3_V16,0.0
cat__diag_3_V17,0.0
cat__diag_3_250.13,0.0
cat__diag_2_V63,0.0
cat__diag_2_V72,0.0
cat__diag_2_922,0.0
cat__glyburide-metformin_Down,0.0
cat__diag_2_920,0.0
cat__diag_2_919,0.0
cat__diag_2_918,0.0
cat__diag_2_917,0.0
cat__diag_2_915,0.0
cat__diag_2_913,0.0
cat__diag_2_912,0.0
cat__diag_2_911,0.0
cat__diag_2_910,0.0
cat__diag_2_909,0.0
cat__diag_2_908,0.0
cat__diag_2_907,0.0
cat__glyburide-metformin_Up,0.0
cat__diag_2_906,0.0
cat__diag_2_905,0.0
cat__diag_2_9,0.0
cat__diag_2_894,0.0
cat__glipizide-metformin_No,0.0
cat__diag_2_892,0.0
cat__diag_2_891,0.0
cat__diag_2_883,0.0
cat__diag_2_882,0.0
cat__diag_2_881,0.0
cat__diag_2_880,0.0
cat__diag_2_921,0.0
cat__diag_2_923,0.0
cat__diag_2_989,0.0
cat__diag_2_924,0.0
cat__diag_2_980,0.0
cat__diag_2_977,0.0
cat__diag_2_975,0.0
cat__examide_No,0.0
cat__diag_2_972,0.0
cat__diag_2_969,0.0
cat__diag_2_968,0.0
cat__diag_2_967,0.0
cat__diag_2_965,0.0
cat__diag_2_962,0.0
cat__diag_2_96,0.0
cat__diag_2_959,0.0
cat__diag_2_958,0.0
cat__diag_2_953,0.0
cat__citoglipton_No,0.0
cat__diag_2_952,0.0
cat__diag_2_948,0.0
cat__diag_2_947,0.0
cat__diag_2_945,0.0
cat__diag_2_944,0.0
cat__diag_2_942,0.0
cat__diag_2_94,0.0
cat__diag_2_934,0.0
cat__diag_2_933,0.0
cat__diag_2_927,0.0
cat__glipizide-metformin_Steady,0.0
cat__diag_2_88,0.0
cat__diag_2_879,0.0
cat__diag_2_873,0.0
cat__diag_2_826,0.0
cat__diag_2_825,0.0
cat__diag_2_824,0.0
cat__diag_2_823,0.0
cat__diag_2_822,0.0
cat__glimepiride-pioglitazone_Steady,0.0
cat__diag_2_821,0.0
cat__diag_2_820,0.0
cat__diag_2_816,0.0
cat__diag_2_815,0.0
cat__metformin-rosiglitazone_No,0.0
cat__metformin-rosiglitazone_Steady,0.0
cat__diag_2_814,0.0
cat__metformin-pioglitazone_No,0.0
cat__metformin-pioglitazone_Steady,0.0
cat__diag_2_813,0.0
cat__diag_2_812,0.0
cat__diag_2_811,0.0
cat__diag_2_810,0.0
cat__diag_2_808,0.0
cat__diag_2_807,0.0
cat__diag_2_806,0.0
cat__diag_2_805,0.0
cat__diag_2_802,0.0
cat__diag_2_801,0.0
cat__diag_2_831,0.0
cat__diag_2_833,0.0
cat__diag_2_836,0.0
cat__diag_2_862,0.0
cat__diag_2_872,0.0
cat__diag_2_871,0.0
cat__diag_2_870,0.0
cat__diag_2_869,0.0
cat__diag_2_868,0.0
cat__diag_2_867,0.0
cat__diag_2_866,0.0
cat__diag_2_865,0.0
cat__diag_2_864,0.0
cat__glimepiride-pioglitazone_No,0.0
cat__diag_2_863,0.0
cat__diag_2_861,0.0
cat__diag_2_837,0.0
cat__diag_2_860,0.0
cat__diag_2_853,0.0
cat__diag_2_852,0.0
cat__diag_2_851,0.0
cat__diag_2_850,0.0
cat__diag_2_847,0.0
cat__diag_2_846,0.0
cat__diag_2_845,0.0
cat__diag_2_844,0.0
cat__diag_2_842,0.0
cat__diag_2_840,0.0
cat__diag_2_987,0.0
cat__diag_2_99,0.0
cat__diag_2_V70,0.0
cat__nateglinide_Up,0.0
cat__chlorpropamide_Down,0.0
cat__diag_2_V11,0.0
cat__chlorpropamide_No,0.0
cat__chlorpropamide_Steady,0.0
cat__diag_2_V09,0.0
cat__diag_2_V08,0.0
cat__diag_2_V03,0.0
cat__chlorpropamide_Up,0.0
cat__diag_2_V02,0.0
cat__diag_2_E968,0.0
cat__diag_2_E965,0.0
cat__diag_2_E950,0.0
cat__diag_2_E947,0.0
cat__diag_2_E945,0.0
cat__diag_2_E944,0.0
cat__acetohexamide_No,0.0
cat__diag_2_E942,0.0
cat__diag_2_E941,0.0
cat__diag_2_E939,0.0
cat__diag_2_E938,0.0
cat__diag_2_E937,0.0
cat__diag_2_E936,0.0
cat__diag_2_E935,0.0
cat__diag_2_E934,0.0
cat__diag_2_E933,0.0
cat__diag_2_V12,0.0
cat__diag_2_V13,0.0
cat__diag_2_990,0.0
cat__diag_2_V14,0.0
cat__diag_2_V69,0.0
cat__diag_2_V66,0.0
cat__diag_2_V65,0.0
cat__diag_2_V64,0.0
cat__diag_3_335,0.0
cat__diag_2_V62,0.0
cat__diag_2_V61,0.0
cat__diag_2_V60,0.0
cat__diag_2_V58,0.0
cat__diag_2_V57,0.0
cat__diag_2_V54,0.0
cat__diag_2_V53,0.0
cat__diag_2_V50,0.0
cat__diag_2_V49,0.0
cat__diag_2_V46,0.0
cat__repaglinide_Down,0.0
cat__diag_2_V44,0.0
cat__repaglinide_Up,0.0
cat__diag_2_V25,0.0
cat__diag_2_V23,0.0
cat__diag_2_V18,0.0
cat__diag_2_V17,0.0
cat__diag_2_V16,0.0
cat__diag_2_V15,0.0
cat__nateglinide_Down,0.0
cat__diag_2_E932,0.0
cat__diag_2_E931,0.0
cat__diag_2_E930,0.0
cat__diag_2_E929,0.0
cat__diag_2_E858,0.0
cat__diag_2_E854,0.0
cat__diag_2_E853,0.0
cat__miglitol_Steady,0.0
cat__miglitol_Up,0.0
cat__diag_2_E850,0.0
cat__diag_2_E849,0.0
cat__diag_2_E829,0.0
cat__diag_2_E826,0.0
cat__diag_2_E821,0.0
cat__diag_2_E819,0.0
cat__diag_2_E818,0.0
cat__diag_2_E817,0.0
cat__diag_2_E816,0.0
cat__diag_2_E814,0.0
cat__troglitazone_No,0.0
cat__diag_2_E813,0.0
cat__diag_2_E812,0.0
cat__diag_2_999,0.0
